Id,SalePrice
1461,185436.6141626153
1462,144626.00939984774
1463,190386.89090138185
1464,197690.99683604325
1465,152404.97612964973
1466,192198.62250965284
1467,143828.52485926697
1468,192381.447306064
1469,194292.57054485395
1470,180868.17120300894
1471,152549.97088535616
1472,234154.67231340552
1473,233850.61297038072
1474,251076.95276411445
1475,141157.1802424828
1476,204948.4377191522
1477,154312.20683641508
1478,155177.6834190919
1479,165136.16314927567
1480,161259.62786228058
1481,197557.3212087982
1482,164936.5049359269
1483,139465.00507403383
1484,141734.97259067418
1485,249416.19588802103
1486,191871.40846589688
1487,210293.790479854
1488,205749.1781274782
1489,150138.3561379996
1490,159153.40869144278
1491,191973.93221232813
1492,177532.6375804576
1493,205368.15533447443
1494,216125.91403140343
1495,216143.91623289583
1496,153621.83833072433
1497,187841.38745897522
1498,189575.01391900596
1499,188639.6708650793
1500,192973.1651191604
1501,180881.0144235033
1502,185317.83011301956
1503,185062.92518725572
1504,206031.28619435785
1505,163351.82292131835
1506,158883.66129678508
1507,201072.12571062415
1508,209664.92139647558
1509,193651.1480270186
1510,156732.35402702662
1511,191260.01657264502
1512,162715.583767492
1513,175909.13059677172
1514,238916.04032791546
1515,246252.1072311041
1516,256957.86792735837
1517,198884.70573125087
1518,178626.52470432277
1519,154282.78289112242
1520,197826.14983551032
1521,153972.38355853697
1522,166434.95614853807
1523,223366.3310262637
1524,180414.3748409614
1525,179382.99050849924
1526,180414.3748409614
1527,173890.4625817686
1528,231908.35488446878
1529,189656.01248363353
1530,227128.12495541724
1531,260773.04677369003
1532,251448.54518673714
1533,177178.28916144304
1534,222608.17064960522
1535,200280.7009112913
1536,230671.1082988509
1537,190493.6564952175
1538,176113.70530906567
1539,173797.2176767147
1540,234280.86464362504
1541,228599.15592455489
1542,228599.15592455489
1543,252190.19982376852
1544,182007.61419507093
1545,234100.13273593917
1546,254585.9870801611
1547,264298.62484751816
1548,230971.0335577718
1549,227451.10658342694
1550,197993.97237666923
1551,199312.00907636134
1552,255859.97364193294
1553,299710.64365654206
1554,230768.7019242875
1555,155601.28649048661
1556,225275.81677061395
1557,304885.79257315694
1558,232064.54272607487
1559,308335.927711424
1560,193783.45389119038
1561,189836.07090013253
1562,186039.07879478883
1563,181554.17546977877
1564,197606.53700952278
1565,198251.4098766136
1566,203162.0377073595
1567,174686.14749299822
1568,205674.09090072272
1569,281288.78252937493
1570,158673.99836962644
1571,192631.65655328715
1572,181539.05417973484
1573,212708.8955627437
1574,141157.1802424828
1575,173938.45087406028
1576,210764.3065118213
1577,183375.00829939198
1578,179100.5102303528
1579,178849.20953738815
1580,205972.83755759764
1581,140896.6391319243
1582,181083.57457927018
1583,167893.0083833525
1584,196768.79033886365
1585,180461.70660492656
1586,157406.22491290333
1587,177532.6375804576
1588,195430.60811117105
1589,235647.8217906388
1590,197590.07874987126
1591,223621.32525241037
1592,201852.2686758493
1593,206489.54731704522
1594,270559.02617526177
1595,258706.1987556203
1596,264861.2639338018
1597,241462.3942504159
1598,253796.8653242492
1599,150782.377366083
1600,148127.18271094895
1601,177359.72798382997
1602,182729.47137896979
1603,186465.67587566996
1604,163220.30842661124
1605,192870.10773204168
1606,156872.78165284937
1607,179242.12857733454
1608,157883.34727997516
1609,150138.3561379996
1610,223740.07068999586
1611,197521.73289709902
1612,188159.85687003983
1613,192511.26532342294
1614,221822.90269222143
1615,225252.47605906267
1616,287476.01410048024
1617,230671.1082988509
1618,178431.1198577343
1619,180864.6351157536
1620,229635.57724002723
1621,226769.71875560062
1622,238489.08521961755
1623,155304.23616859782
1624,193120.88303470702
1625,177771.72234477726
1626,175764.6147039322
1627,193317.12705997494
1628,199032.1604756103
1629,194760.52288446345
1630,153621.83833072433
1631,143840.50505190826
1632,149757.35365810335
1633,242919.92680819667
1634,190639.0526924727
1635,192828.90627358592
1636,159291.59818629673
1637,208804.43891387823
1638,215404.7355513741
1639,168996.4538983164
1640,215559.76324852576
1641,196990.64013652742
1642,206531.01059483355
1643,192053.9220070027
1644,202403.1886709618
1645,226417.83484834735
1646,216584.53747001293
1647,195118.04640110568
1648,150037.21301288684
1649,185429.89974614952
1650,180868.17120300894
1651,175502.8712673092
1652,237326.90210089818
1653,237326.90210089818
1654,267975.00550806057
1655,166952.82805438052
1656,193066.0969264807
1657,254917.0071574294
1658,246658.69658276523
1659,143828.52485926697
1660,167461.0921464441
1661,211576.1940142131
1662,237176.9804641862
1663,173646.42235529295
1664,161783.15578971303
1665,172211.9345345398
1666,157892.52993613406
1667,204015.48971158307
1668,173646.42235529295
1669,157959.2590088638
1670,162765.33064709962
1671,157359.33183507834
1672,157562.9408694522
1673,201289.02947205046
1674,164264.6726049815
1675,164922.76769896434
1676,167893.0083833525
1677,169460.64793223236
1678,161259.62786228058
1679,157959.2590088638
1680,162765.33064709962
1681,172211.9345345398
1682,168447.86805048175
1683,166806.75587166424
1684,242897.1110462876
1685,191871.40846589688
1686,154601.19706206446
1687,242897.1110462876
1688,196279.14328803815
1689,191871.40846589688
1690,192870.10773204168
1691,193120.88303470702
1692,203005.4386202397
1693,225017.37275294645
1694,196543.19583688513
1695,264646.35387666064
1696,261847.10157852835
1697,248062.9932308586
1698,216143.91623289583
1699,157359.33183507834
1700,200380.9265733688
1701,210764.3065118213
1702,154352.6391029352
1703,157814.15433978604
1704,168015.46214970687
1705,155112.12940859655
1706,161259.62786228058
1707,141195.4262976421
1708,150177.69478887314
1709,168364.25293507794
1710,164522.6809589899
1711,198210.2167077851
1712,157772.81533848355
1713,163960.93914486156
1714,149757.35365810335
1715,188639.6708650793
1716,149232.37623465084
1717,188449.91969627273
1718,181935.28804422315
1719,187662.87719251934
1720,151197.56123238063
1721,139465.00507403383
1722,181935.28804422315
1723,142946.5827977314
1724,154312.20683641508
1725,215863.24458744418
1726,192473.61480318572
1727,146482.56673563932
1728,188869.21377568287
1729,193169.25903762598
1730,229682.87422853764
1731,141281.2578977826
1732,143479.61071945893
1733,178879.92773758742
1734,176153.85307309966
1735,188582.62721735094
1736,183281.32713634492
1737,208034.2176489031
1738,202137.30299646858
1739,192053.9220070027
1740,157772.81533848355
1741,158443.31411472659
1742,180881.0144235033
1743,180881.0144235033
1744,162238.62441618464
1745,149210.5091313211
1746,200164.74215654604
1747,206170.69566420422
1748,224662.73925617724
1749,172025.73233941814
1750,186117.70325678517
1751,222851.97205872045
1752,180414.3748409614
1753,140672.3784408617
1754,224967.69087775637
1755,171667.79389908968
1756,193792.7396302902
1757,177771.72234477726
1758,217739.94390803552
1759,160247.23679628232
1760,177098.38496810768
1761,166434.95614853807
1762,198254.9142165037
1763,207266.96140508007
1764,150169.0962480604
1765,142013.22235829738
1766,175347.59777567387
1767,164823.897772828
1768,193676.4875199683
1769,198041.51965222438
1770,176555.33087783927
1771,154672.5631756732
1772,178036.5539162751
1773,158141.25303589847
1774,185439.67205548112
1775,182604.00553806356
1776,185842.8535145942
1777,180414.3748409614
1778,173442.90338597185
1779,163054.27785518864
1780,254921.51313212703
1781,178218.87164175534
1782,139005.98855967945
1783,237953.15970091205
1784,232008.23641276258
1785,187178.99297450949
1786,188233.1232980758
1787,238671.64429476403
1788,182976.87674143616
1789,174566.61298774806
1790,141157.1802424828
1791,250196.332200701
1792,191009.29028591767
1793,208621.95809382605
1794,175014.9364672924
1795,179929.28002645305
1796,170610.86865247609
1797,229479.58625646855
1798,182797.91602672747
1799,142937.47157617932
1800,191788.61663384328
1801,180399.0866270215
1802,138772.6382739815
1803,184543.27539577102
1804,143620.55458688908
1805,209947.59361477685
1806,225925.066044111
1807,182501.10290354048
1808,223648.09688705142
1809,287416.07312849024
1810,200521.06993007183
1811,295289.01569320133
1812,287434.5518042547
1813,175935.9544853791
1814,176420.41568366595
1815,157879.19231908277
1816,174379.93273930738
1817,223601.4645293805
1818,173520.15184056078
1819,196827.88313074753
1820,197154.7884556602
1821,174610.38544250387
1822,235690.56708014067
1823,183330.51277017372
1824,153946.23624253244
1825,193178.09596912368
1826,232374.05077782492
1827,140146.15117934474
1828,253459.70971374135
1829,181627.6866600843
1830,226235.5444295838
1831,176038.01620819076
1832,232176.48842880412
1833,240268.62486902872
1834,178648.39972343185
1835,234605.15033173267
1836,227388.4752282766
1837,239310.7140481784
1838,234100.13273593917
1839,180124.54046880128
1840,231332.33879612605
1841,181161.32112184793
1842,236880.8823397762
1843,158009.29924447043
1844,203100.00452658132
1845,196008.4598213596
1846,226496.17924001798
1847,165300.14268684844
1848,199714.33319738889
1849,166044.18398188808
1850,181083.57457927018
1851,192984.53715148373
1852,211256.37913129618
1853,143913.60028957773
1854,138281.79408141162
1855,191726.2680322888
1856,208976.00644774147
1857,228261.59679958632
1858,212985.7503362117
1859,163196.46712666284
1860,202854.44605373484
1861,163196.46712666284
1862,267666.6583382969
1863,267666.6583382969
1864,267666.6583382969
1865,182090.8749796845
1866,173646.42235529295
1867,163810.32120726438
1868,170020.68839853033
1869,206224.10826721916
1870,155357.7898897551
1871,155112.12940859655
1872,191871.40846589688
1873,190177.78062471093
1874,201518.90884638566
1875,143479.61071945893
1876,214778.178211679
1877,153920.61247641762
1878,170875.4905125732
1879,183868.10898136866
1880,186117.70325678517
1881,149757.35365810335
1882,214745.4847308643
1883,192156.5432769383
1884,187662.87719251934
1885,157372.4390758787
1886,157892.52993613406
1887,206052.68348684144
1888,173938.45087406028
1889,192494.31726296715
1890,143479.61071945893
1891,144398.94220927055
1892,178431.1198577343
1893,155246.28042460058
1894,232411.32162192193
